Program,Access,State,City,Address,ZipCode,Latitude,Longitude
ELEC,Public,MD,Greenbelt,6915 Hanover Pkwy,20770,38.985725,-76.874545
ELEC,Public,MD,Baltimore,1001 Scott Drive,21240,39.186978,-76.677562
ELEC,Public,MD,Waldorf,11505  Berry Road,20603,38.63024,-76.91891
ELEC,Public,MD,Germantown,19750 Germantown Rd,20874,39.180952,-77.264053
ELEC,Public,MD,Germantown,19750 Germantown Rd,20874,39.180977,-77.26409
ELEC,Public,MD,La Plata,5940 Radio Station Rd,20646,38.552479,-76.948137
ELEC,Public,MD,Leonardtown,41676 Park Ave,20650,38.290526,-76.634468
ELEC,Public,MD,Leonardtown,23630 Hayden Farm Ln,20650,38.31342,-76.63639
ELEC,Public,MD,Leonardtown,23160 Moakley St,20650,38.304353,-76.640143
ELEC,Public,MD,Towson,1300 E Joppa Road,21286,39.39638,-76.57499
ELEC,Public,MD,White Plains,1015 St. Charles Pkwy,20695,38.578089,-76.91694
ELEC,Public,MD,Bethesda,7020 Arlington Rd,20814,38.980197,-77.099065
ELEC,Public,MD,Cambridge,501 Court Lane,21613,38.57231,-76.07435
ELEC,Public,MD,Princess Anne,11916 Somerset Ave,21853,38.20858,-75.69641
ELEC,Public,MD,Baltimore,900 N Washington Street,21205,39.30118,-76.59019
ELEC,Public,MD,Rockville,9900 Medical Center Dr,20850,39.09716,-77.20142
ELEC,Public,MD,Upper Marlboro,1400 McCormick Drive,20774,38.9085172,-76.8459243
ELEC,Public,MD,Rockville,9800 Medical Center Dr,20850,39.094746,-77.196664
ELEC,Public,MD,Rockville,9800 Medical Center Dr,20850,39.09475,-77.196648
ELEC,Public,MD,Rockville,9800 Medical Center Dr,20850,39.094846,-77.196594
ELEC,Public,MD,Baltimore,5457 Baltimore National Pike,21229,39.289608,-76.718854
ELEC,Public,MD,Crisfield,100 Collins St,21817,37.975276,-75.858338
ELEC,Public,MD,Waldorf,90 Post Office Rd,20602,38.617477,-76.90209
ELEC,Public,MD,Rockville,14955 Shady Grove Rd,20850,39.101127,-77.191261
ELEC,Public,MD,Sykesville,7547 Main St,21784,39.366214,-76.96843
ELEC,Public,MD,Salisbury,1101 Camden Ave,21801,38.344682,-75.605179
ELEC,Public,MD,White Plains,4545 Crain Hwy,20695,38.589183,-76.945492
ELEC,Public,MD,La Plata,8190 Port Tobacco Rd,20677,38.509858,-77.037826
ELEC,Public,MD,Snow Hill,6030 Public Landing Road,21863,38.17201,-75.376468
ELEC,Public,MD,Snow Hill,6061 Public Landing Road,21863,38.175131,-75.377281
ELEC,Public,MD,Oxon Hill,100 Monument Ave,20745,38.799083,-77.000286
ELEC,Public,MD,Forest Heights,5508 Arapahoe Drive,20745,38.814111,-76.997224
ELEC,Public,MD,California,44900 St. Andrew's Church Road,20616,38.30253,-76.52266
ELEC,Public,MD,Baltimore,220 N Arch St,21201,39.29224,-76.625455
ELEC,Public,MD,Baltimore,220 N Arch St,21201,39.292491,-76.625657
ELEC,Public,MD,Westover,7994 Tawes Campus Drive,21871,38.09988,-75.72592
ELEC,Public,MD,Salisbury,2013 US-13 BUS,21801,38.391563,-75.57531
ELEC,Public,MD,Hyattsville,5815 Eastern Avenue,20782,38.961149,-76.9953485
ELEC,Public,MD,Odenton,2005 Town Center Blvd,21113,39.09918,-76.70629
ELEC,Public,MD,Baltimore,114-198 Penn St,21201,39.286477,-76.625974
ELEC,Public,MD,Silver Spring,3301 Briggs Chaney Rd,20904,39.077338,-76.944679
ELEC,Public,MD,Capitol Heights,6053 Old Central Avenue,20743,38.884593,-76.91258
ELEC,Public,MD,Baltimore,1 Safari Pl,21217,39.322591,-76.649895
ELEC,Public,MD,Silver Spring,3301 Briggs Chaney Rd,20904,39.076777,-76.944419
ELEC,Public,MD,Grantsville,171 Main St,21536,39.697285,-79.158027
ELEC,Public,MD,Forest Hill,2016 Rock Spring Rd,21050,39.5731928,-76.3851175
ELEC,Public,MD,Middle River,6201 Greenleigh Avenue,21220,39.3606919,-76.4019353
ELEC,Public,MD,Baltimore,5800 Wabash Ave,21215,39.348338,-76.701865
ELEC,Public,MD,Rockville,10500 Rockville Pike,20852,39.029398,-77.105634
ELEC,Public,MD,Germantown,19750 Germantown Rd,20874,39.180778,-77.264986
ELEC,Public,MD,Germantown,20101 Century Blvd,20874,39.184977,-77.258597
ELEC,Public,MD,Baltimore,2401 N Charles St,21218,39.3165628,-76.6168737
ELEC,Public,MD,Odenton,1325 Annapolis Rd,21113,39.087217,-76.70019
ELEC,Public,MD,Bowie,2614 Kenhill Dr,20715,38.961512,-76.741338
ELEC,Public,MD,Riverdale Park,6200 Rhode Island Ave,20737,38.962624,-76.935336
ELEC,Public,MD,Baltimore,700 East Patapsco Ave,21225,39.236164,-76.599299
ELEC,Public,MD,Linthicum Heights,671 Elkridge Landing Rd,21090,39.1907,-76.670388
ELEC,Public,MD,California,44219 Airport Rd,20619,38.312812,-76.545028
ELEC,Public,MD,Rosedale,6420 PETRIE WAY RD,21030,39.33691,-76.48964
ELEC,Public,MD,College Park,9217 51st Ave,20740,39.00395,-76.920866
ELEC,Public,MD,Pocomoke,144 Ocean Highway,21851,38.004497,-75.543364
ELEC,Public,MD,Newark,8334 Newark Rd,21841,38.249789,-75.29319
ELEC,Public,MD,Cambridge,419 Academy Street,21613,38.568722,-76.076582
ELEC,Public,MD,Annapolis,25 Northwest St,21401,38.979394,-76.494337
ELEC,Public,MD,Bowie,14000 Jericho Park Rd Building 28 ELLC,20715,39.01527,-76.76065
ELEC,Public,MD,Bowie,14000 Jericho Park Rd Building 28 ELLC,20715,39.01532,-76.76076
ELEC,Public,MD,Laurel,9525 Durness Ln,20723,39.132625,-76.836328
ELEC,Public,MD,Crofton,1681 Riedel Rd,21114,39.013612,-76.679441
ELEC,Public,MD,Crownsville,100 Community Pl,21032,39.025902,-76.607371
ELEC,Public,MD,Ocean City,9800 Coastal Highway,21842,38.411111,-75.056944
ELEC,Public,MD,Bowie,15901 Excaliber Rd,20716,38.942715,-76.729955
ELEC,Public,MD,Rockville,1101 Wootton Parkway,20852,39.067948,-77.1562346
ELEC,Public,MD,Upper Marlboro,5700 Crain Highway,20772,38.8113665,-76.737736
ELEC,Public,MD,Baltimore,1809 Reisterstown Road,21208,39.3880265,-76.736405
ELEC,Public,MD,Baltimore,1020 W 41st St,21211,39.3385555,-76.635729
ELEC,Public,MD,Baltimore,6223-25 Baltimore Natl Pike,21228,39.2818905,-76.7529905
ELEC,Public,MD,Elkridge,6020 Marshalee Dr,21075,39.210195,-76.778689
ELEC,Public,MD,Burtonsville,15618 Old Columbia Pk,20866,39.11285,-76.935211
ELEC,Public,MD,California,45101 First Colony Boulevard,20619,38.298501,-76.5148655
ELEC,Public,MD,Arnold,101 College Parkway,21012,39.0489086,-76.5165644
ELEC,Public,MD,Gaithersburg,916 Beacon Square Court,20878,39.1255188,-77.2428589
ELEC,Public,MD,Middle River,6211 Greenleigh Avenue,21220,39.3602427,-76.40545305
ELEC,Public,MD,Baltimore,1501 East Monument St.,21205,39.2981563,-76.5967227
ELEC,Public,MD,Baltimore,1501 McElderry Street,21205,39.2969395,-76.5965132
ELEC,Public,MD,Columbia,10101 Twin Rivers Road,21044,39.2153158,-76.8656661
ELEC,Public,MD,Baltimore,1795 Orleans St,21231,39.2949489,-76.592286
ELEC,Public,MD,Columbia,5585 Twin Knolls Rd,21045,39.219991,-76.839574
ELEC,Public,MD,Laurel,312 Marshall Avenue,20707,39.0975821,-76.852907
ELEC,Public,MD,Silver Spring,8455 Colesville Road,20910,38.9956338,-77.0297293
ELEC,Public,MD,College Park,9801 Rhode Island Avenue,20740,39.0138159,-76.9199206
ELEC,Public,MD,Waldorf,3301 Plaza Way,20603,38.622432050693,-76.917298720624
ELEC,Public,MD,Randallstown,9110 Liberty Rd,21133,39.369864,-76.8000069
ELEC,Public,MD,Bethesda,4600 East West Highway,20814,38.9844519,-77.0928692
ELEC,Public,MD,Largo,97 Capital Court,20774,38.8924929,-76.841712
ELEC,Public,MD,Cumberland,13320 Ali Ghan Road Northeast,21502,39.6720991,-78.7157204
ELEC,Public,MD,Baltimore,"Stadium Lot behind Warehouse, Hilltop Circle & Poplar Ave",21250,39.253321,-76.705762
ELEC,Public,MD,Baltimore,650 South Exeter Street,21202,39.2836509,-76.6005015
ELEC,Public,MD,Fulton,8120 Maple Lawn Boulevard,20759,39.1520052,-76.9035423
ELEC,Public,MD,Potomac,12500 Park Potomac Ave.,20854,39.06018628,-77.15870193
ELEC,Public,MD,Potomac,12435 Park Potomac Ave.,20854,39.0596169,-77.157087
ELEC,Public,MD,Hanover,"7231 Parkway Drive
Suite 100",21076,39.173997,-76.7303521
ELEC,Public,MD,Annapolis Junction,10170 Junction Drive,20701,39.1240872,-76.7939661
ELEC,Public,MD,Silver Spring,180 High Park Ln,20910,38.9913212,-77.03384835
ELEC,Public,MD,Millersville,231 Najoles Road,21108,39.095502,-76.629707
ELEC,Public,MD,Arnold,101 College Parkway,21012,39.0490696,-76.516773
ELEC,Public,MD,Waldorf,25 High Street,20602,38.602321,-76.904329
ELEC,Public,MD,Annapolis,181 Harry S Truman Parkway,21401,38.97782908,-76.56005884
ELEC,Public,MD,Columbia,6175 Sunny Spring,21044,39.2071996,-76.8837771
ELEC,Public,MD,Gaithersburg,10 Upper Rock Circle,20850,39.1134145,-77.1845173
ELEC,Public,MD,Bethesda,6720 Rockledge Drive,20817,39.0294517,-77.1372983
ELEC,Public,MD,Bel Air,16 South Hickory Avenue,21014,39.5368657,-76.3479098
ELEC,Public,MD,Bel Air,1201 East Churchville Rd,21014,39.5416769,-76.3300768
ELEC,Public,MD,Lutherville Timonium,20 West Ridgely Road,21093,39.4307914,-76.6232796
ELEC,Public,MD,Germantown,11500 Middlebrook Road,20876,39.1792546,-77.2394376
ELEC,Public,MD,Rockville,14995 Shady Grove Road,20850,39.1011405,-77.190535
ELEC,Public,MD,Baltimore,1630 Whetstone Way,21230,39.269273438006,-76.600204292792
ELEC,Public,MD,Columbia,8840 Stanford Boulevard,21045,39.1896044,-76.8151959
ELEC,Public,MD,Rockville,2000 Tower Oaks Boulevard,20852,39.066178,-77.153254
ELEC,Public,MD,Annapolis,105 Eastern Ave,21403,38.969882,-76.47619
ELEC,Public,MD,Towson,855 Southerly Road,21204,39.406849,-76.599635
ELEC,Public,MD,Baltimore,8050 Liberty Rd,21244,39.354115,-76.756714
ELEC,Public,MD,Towson,810 Gleneagles Court,21286,39.4028716,-76.5738872
ELEC,Public,MD,Baltimore,900 North Washington Street,21205,39.301179,-76.5901802
ELEC,Public,MD,Gaithersburg,9711 Washingtonian Boulevard,20878,39.111969,-77.191232
ELEC,Public,MD,Rockville,711 Hungerford Drive,20850,39.0930982,-77.1528855
ELEC,Public,MD,Fulton,8110 Maple Lawn Boulevard,20759,39.1525773,-76.9028133
ELEC,Public,MD,Fulton,8160 Maple Lawn Blvd,20759,39.14958699,-76.90562507
ELEC,Public,MD,Rockville,838 Rockville Pike,20850,39.0760643,-77.1372362
ELEC,Public,MD,Harmans,7555 Harmans Rd,21077,39.150081,-76.701751
ELEC,Public,MD,Bethesda,5225 Pooks Hill Road,20814,39.0167159,-77.106924
ELEC,Public,MD,Riverdale Park,6600 Kenilworth Avenue,20737,38.9690831,-76.9184508
ELEC,Public,MD,Bowie,16800 Science DR,20715,38.962643,-76.712979
ELEC,Public,MD,Annapolis,6 Herndon Ave,21403,38.934479,-76.464282
ELEC,Public,MD,Elkridge,7280 Montgomery Road,21227,39.2073505,-76.7290625
ELEC,Public,MD,Annapolis Junction,540 National Business Parkway,20701,39.1313696,-76.7697546
ELEC,Public,MD,Ellicott City,9250 Judicial Way Suit 1900,21043,39.2368018987123,-76.8283724281407
ELEC,Public,MD,Odenton,2005 Town Center Blvd,21113,39.09914,-76.70613
ELEC,Public,MD,Rosedale,8825 Yellow Brick Road,21237,42.440634,-75.596977
ELEC,Public,MD,Owings Mills,10500 Grand Central Avenue,21117,39.4069961,-76.7819518
ELEC,Public,MD,Laurel,13800 Old Gunpowder Road,20707,39.0790345,-76.921111
ELEC,Public,MD,Colmar Manor,40th Avenue & Newark Road,20722,38.935074,-76.948502
ELEC,Public,MD,Colmar Manor,3613 40th Place,20722,38.93574,-76.947637
ELEC,Public,MD,Westover,30290 Sam Barnes Rd.,21871,38.12829,-75.70333
ELEC,Public,MD,Chevy Chase,5463 Wisconsin Ave.,20815,38.962824687,-77.084454964
ELEC,Public,MD,Bowie,5404 Hillmeade Road,20720,38.964867,-76.7864759
ELEC,Public,MD,Baltimore,801 Key Highway,21230,39.280452,-76.605982
ELEC,Public,MD,Edgewater,3166 Solomon's Island Road,21037,38.93635,-76.56766
ELEC,Public,MD,Takoma Park,7676 New Hampshire Ave,20912,38.9875017,-76.9885435
ELEC,Public,MD,Salisbury,1101 Camden Ave,21801,38.076412,-75.570288
ELEC,Public,MD,Gaithersburg,960 N Frederick Rd,20879,39.157465,-77.219302
ELEC,Public,MD,Denton,North 3rd and Gay Street,21629,38.886787,-75.831079
ELEC,Public,MD,Pocomoke,3 Market St,21851,38.076412,-75.570288
ELEC,Public,MD,Salisbury,1101 Camden Ave,21801,38.345884,-75.603614
ELEC,Public,MD,Chesapeake Beach,8200 Bayside Rd,20732,38.693894,-76.534237
ELEC,Public,MD,Forest Heights,5433 Sachem Dr.,20745,38.815142,-76.999036
ELEC,Public,MD,Frederick,1405 Key Pkwy,21702,39.424962,-77.460874
ELEC,Public,MD,Cockeysville,9833 Greenside Dr,21030,39.460357,-76.631438
ELEC,Public,MD,Elkridge,7825 Mistletoe Dr.,21075,39.180561,-76.775657
ELEC,Public,MD,Hagertown,89 All Star Court,21740,39.6032127,-77.6884737
ELEC,Public,MD,Galena,101 South Main Street,21635,39.34053,-75.878199
ELEC,Public,MD,Clinton,9000 Stuart Lane,20735,38.766034,-76.885081
ELEC,Public,MD,Owings Mills,11200 Reisterstown Rd,21117,39.4335,-76.79785
ELEC,Public,MD,La Plata,200 Charles St,20646,38.532178,-76.978862
ELEC,Public,MD,Germantown,20918 Frederick Road,20876,39.2007345,-77.2506695
ELEC,Public,MD,Ellicott City,4649 Columbia Rd,21042,39.25028,-76.8387
ELEC,Public,MD,Stevensville,200 Library Circle,21666,38.978889,-76.305878
ELEC,Public,MD,Brentwood,4009 Wallace Road,20722,38.944725,-76.951664
ELEC,Public,MD,Perry Hall,9033 Honeygo Blvd,21128,39.396147,-76.451112
ELEC,Public,MD,Aberdeen,3710 Churchville Road,21001,39.52932,-76.19393
ELEC,Public,MD,Abingdon,3500 Woodsdale Road,21009,39.46559,-76.31103
ELEC,Public,MD,Lanham,10501 Greenbelt Road,20706,38.988419002,-76.823219798
ELEC,Public,MD,Brandywine,12911 Cherry Tree Crossing Road,20613,38.7113768,-76.8394143
ELEC,Public,MD,Beltsville,307 Center Rd,20705,39.034428,-76.874985
ELEC,Public,MD,Smithsburg,63 Railroad Ln,21783,39.652732,-77.573563
ELEC,Public,MD,Centreville,208 N Commerce Street,21617,39.045398,-76.065875
ELEC,Public,MD,Owings,8120 Southern Maryland Blvd.,20736,38.69144,-76.640325
ELEC,Public,MD,Centreville,110 Vincit Street,21617,39.037799,-76.057961
ELEC,Public,MD,Lexington Park,21677 Franklin Delano Roosevelt Blvd,20653,38.261834,-76.457476
ELEC,Public,MD,Upper Marlboro,9601 Capital Lane,20774,38.891524,-76.838671
ELEC,Public,MD,Annapolis,580 Taylor Ave,21401,38.985323,-76.503581
ELEC,Public,MD,Bel Air,2 S Bond St,21014,39.53538,-76.35084
ELEC,Public,MD,District Heights,5811 Old Silver Hill Rd,20747,38.853049,-76.905325
ELEC,Public,MD,Largo,301 Largo Rd,20774,38.889266,-76.82678
ELEC,Public,MD,Hancock,Williams St,21750,39.698669,-78.180904
ELEC,Public,MD,Waldorf,3033 Waldorf Market Place,20603,38.62572,-76.91767
ELEC,Public,MD,Largo,301 Largo Rd,20774,38.888883,-76.822315
ELEC,Public,MD,Lexington Park,21744 S. Coral Dr.,20653,38.26459,-76.45122
ELEC,Public,MD,St Marys City,47645 College Dr,20686,38.19037,-76.42893
ELEC,Public,MD,Frostburg,65 E Main St,21532,39.656334,-78.926924
ELEC,Public,MD,Frostburg,65 E Main St,21532,39.656334,-78.92702
ELEC,Public,MD,Glen Burnie,7951 Nolpark Ct,21061,39.13363,-76.63351
ELEC,Public,MD,Laurel,6901 Van Dusen Road,20707,39.08124,-76.88878
ELEC,Public,MD,Federalsburg,South Main Street,21632,38.689831,-75.772359
ELEC,Public,MD,Street,3509 Conowingo Rd,92703,39.631759,-76.269572
ELEC,Public,MD,Annapolis,One Park Pl,21401,38.976993,-76.503619
ELEC,Public,MD,Westminster,444 WMC Drive,21158,39.5867343,-77.0134136
ELEC,Public,MD,Hanover,1020 Airport 100 Way,21076,39.16905,-76.71812
ELEC,Public,MD,Rockville,1396 Piccard Drive,20850,39.1077986,-77.1831142
ELEC,Public,MD,CAPITOL HEIGHTS,1772 RITCHIE STATION CT Ritchie Station Marke,20743,38.865332,-76.84884
ELEC,Public,MD,Lexington Park,22178 Three Notch RD,20653,38.27656,-76.46332
ELEC,Public,MD,Darlington,4549 Conowingo Rd,21034,39.648473,-76.208774
ELEC,Public,MD,Waldorf,11770 Business Park Drive,20601,38.63983,-76.89878
ELEC,Public,MD,Friendsville,510 Church Ln,21531,39.66358,-79.409044
ELEC,Public,MD,Mechanicsville,26929 Three Notch Rd,20659,38.40657,-76.67099
ELEC,Public,MD,Rocky Ridge,9201 Longs Mill Rd,21778,39.584041,-77.344023
ELEC,Public,MD,Rockville,5612 Randolph Rd,20852,39.053019,-77.112404
ELEC,Public,MD,Germantown,19421 Walter Johnson Rd,20874,39.174382,-77.270315
ELEC,Public,MD,Potomac,10100 River Road,20854,39.016876,-77.209288
ELEC,Public,MD,Bel Air,1504 Belair Rd,21014,39.506437,-76.382392
ELEC,Public,MD,Eldersburg,5928 Mineral Hill Rd,21784,39.40964,-76.905332
ELEC,Public,MD,Ocean City,13 St. Louis Ave,21842,38.333153,-75.088885
ELEC,Public,MD,Ocean City,11 N Baltimore Ave,21842,38.332804,-75.086093
ELEC,Public,MD,Friendsville,277 Maple St,21531,39.664072,-79.40897
ELEC,Public,MD,Friendsville,277 Maple St,21531,39.663781,-79.40894
ELEC,Public,MD,Laurel,3514 Laurel Fort Meade Rd,20724,39.101658,-76.823616
ELEC,Public,MD,Rockville,2101 East Jefferson Street,20852,39.0501622,-77.127189
ELEC,Public,MD,Hanover,7491 Connelley Drive,21076,39.160448,-76.67952
ELEC,Public,MD,Baltimore,1030 Mason St,21201,39.30314,-76.624508
ELEC,Public,MD,Salisbury,1123 S Division St,21804,38.345268,-75.597621
ELEC,Public,MD,Solomons,14200 Solomons Island Rd. S.,20688,38.33177,-76.4646
ELEC,Public,MD,Greenbelt,6101 Cherrywood Lane,20770,39.008058,-76.904835
ELEC,Public,MD,Upper Marlboro,9200 Basil Ct,20774,38.915517,-76.846754
ELEC,Public,MD,Prince Frederick,176 Main St,20678,38.53925,-76.58184
ELEC,Public,MD,Rockville,1801 Rockville Pike,20852,39.05959550000001,-77.12297739999997
ELEC,Public,MD,Columbia,7160 Riverwood Drive,21046,39.1751001,-76.876485
ELEC,Public,MD,Rockville,33 Monroe St,20850,39.084593,-77.149153
ELEC,Public,MD,Denton,3 Crouse Park Ln,21629,38.888161,-75.836022
ELEC,Public,MD,Bel Air,401 Thomas Run Rd,21015,39.558798,-76.286402
ELEC,Public,MD,Bel Air,601  Hoagie Drive,21014,39.56867,-76.3537
ELEC,Public,MD,Baltimore,1200 N Franklintown Rd,21216,39.298669,-76.67123
ELEC,Public,MD,Silver Spring,11160 Veirs Mill Rd,20902,39.0381,-77.05425
ELEC,Public,MD,Rising Sun,24 Rising Sun Town Center,21911,39.697190941,-76.057669112
ELEC,Public,MD,Lusby,20 Appeal Ln,20657,38.3806,-76.43786
ELEC,Public,MD,Indian Head,4200 Indian Head Hwy,20640,38.60102,-77.168226
ELEC,Public,MD,Bel Air,401 Thomas Run Rd,21015,39.559497,-76.286209
ELEC,Public,MD,Oxon Hill,101 MGM National Ave,20745,38.794938,-77.00923
ELEC,Public,MD,Annapolis,1100 E College Pkwy,21409,39.020219,-76.408971
ELEC,Public,MD,Oxon Hill,6400 Clipper Way,20745,38.800529,-76.995286
ELEC,Public,MD,Rockville,10000 Falls Road,20854,39.01887,-77.20934
ELEC,Public,MD,Silver Spring,12201 Plum Orchard Drive,20904,39.0562931,-76.9553881
ELEC,Public,MD,Elkton,143-199 Howard ST,21291,39.608289,-75.827305
ELEC,Public,MD,Bel Air,401 Thomas Run Rd,21015,39.558798,-76.284213
ELEC,Public,MD,Stockton,5520 Hursley Rd.,21864,38.056621,-75.416463
ELEC,Public,MD,Urbana,9180 Fingerboard Road,21704,39.32722,-77.34654
ELEC,Public,MD,Salisbury,2740  North Salisbury Boulevard,21801,38.42085,-75.56611
ELEC,Public,MD,Mount Airy,705 Ridge Ave,21771,39.368852,-77.154885
ELEC,Public,MD,Laurel,10945 Price Manor Way,20723,39.1495173,-76.8988477
ELEC,Public,MD,Silver Spring,12301 Old Columbia Pike,20904,39.058008,-76.969166
ELEC,Public,MD,Laurel,13350 Baltimore Ave,20707,39.0733411558374,-76.8719729244967
ELEC,Public,MD,Fort Washington,10701 Livingston Rd,20744,38.744429,-76.998756
ELEC,Public,MD,Hyattsville,8201 15th Ave Dr,20783,38.993976,-76.980958
ELEC,Public,MD,Hyattsville,3500 East-West Hwy,20782,38.96909,-76.95425
ELEC,Public,MD,Clarksburg,12824 Clarksburg Square Rd,20871,39.245898,-77.26931
ELEC,Public,MD,Frederick,5601  Buckeystown Pike,28701,39.38708,-77.40781
ELEC,Public,MD,Clinton,8339 Woodyard Rd,20735,38.773701,-76.873533
ELEC,Public,MD,Mitchellville,10100 Lake Arbor Way,20721,38.905977,-76.83066
ELEC,Public,MD,Prince Frederick,1305 Dares Beach Rd,20678,38.55255,-76.57272
ELEC,Public,MD,Rockville,5750 Fishers Lane,20852,39.062886,-77.117535
ELEC,Public,MD,Annapolis,89 Northwest St,21401,38.980156,-76.4977
ELEC,Public,MD,Elkton,950 elkton Blvd,21921,39.6125,-75.84388
ELEC,Public,MD,Prince Frederick,115 JW Williams Rd,20678,38.535474,-76.606288
ELEC,Public,MD,Silver Spring,921 Wayne Ave,20910,38.99521,-77.025393
ELEC,Public,MD,Hyattsville,6600 Adelphi Rd,20782,38.970321,-76.950178
ELEC,Public,MD,Marlow Heights,5000 Wheeler Rd,20748,38.822073,-76.968021
ELEC,Public,MD,Laurel,9600 Fort Meade Road,20707,39.09616,-76.84088
ELEC,Public,MD,Hyattsville,2413 Pinebrook Ave,20785,38.92429,-76.894637
ELEC,Public,MD,Hyattsville,610 Hill Rd.,20785,38.898193,-76.883494
ELEC,Public,MD,Salisbury,1304 Wayne Street,21804,38.34415,-75.60165
ELEC,Public,MD,Bowie,4961 Tesla Drive,20715,38.9564819,-76.7075866
ELEC,Public,MD,Hyattsville,6530 Adelphi Rd,20782,38.968936,-76.949407
ELEC,Public,MD,Hyattsville,6530 Adelphi Rd,20782,38.968888,-76.949506
ELEC,Public,MD,Hyattsville,6530 Adelphi Rd,20782,38.968888,-76.94941
ELEC,Public,MD,Columbia,8865 Stanford Blvd,21045,39.1909386,-76.8181249
ELEC,Public,MD,District Heights,3415 North Forest Edge Road,20747,38.8430792,-76.8681774
ELEC,Public,MD,Denton,207 S 3rd St,21629,38.882931,-75.83129
ELEC,Public,MD,Bethesda,7101 Democracy Blvd,20817,39.02491,-77.1487
ELEC,Public,MD,Columbia,10970 Grantchester Wy,21044,39.210606,-76.86615
ELEC,Public,MD,Bel Air,401 Thomas Run Rd,21015,39.559497,-76.286209
ELEC,Public,MD,Westminster,125 Stoner Ave,21157,39.562031,-76.993226
ELEC,Public,MD,Leonardtown,22950 Hollywood Rd,20650,38.29667,-76.63264
ELEC,Public,MD,Cockeysville,9800 York Rd,21030,39.458623,-76.634854
ELEC,Public,MD,Rockville,800 King Farm Blvd.,20850,39.1102166,-77.1818813
ELEC,Public,MD,Annapolis,2660 Riva Rd,21401,38.974273,-76.562908
ELEC,Public,MD,Baltimore,5901 E. Lombard St,21224,39.2950263,-76.5478517
ELEC,Public,MD,Greenbelt,8010 Greenbelt Station Pkwy,20770,39.0003833,-76.9180057
ELEC,Public,MD,Capitol Heights,6005 J St.,20743,38.90158,-76.911951
ELEC,Public,MD,Potomac,11355 Seven Locks Rd,20854,39.042624,-77.157612
ELEC,Public,MD,Potomac,11355 Seven Locks Rd,20854,39.042574,-77.157597
ELEC,Public,MD,Westernport,47 Main St,21562,39.484691,-79.045226
ELEC,Public,MD,Salisbury,115 E Market St.,21801,38.36496,-75.59913
ELEC,Public,MD,Gaithersburg,13900 Travilah Rd,20878,39.084018,-77.229554
ELEC,Public,MD,Frederick,7800 Genstar Dr,21704,39.381995,-77.394681
ELEC,Public,MD,Annapolis,269 Hillsmere Dr,21403,38.94784,-76.493081
ELEC,Public,MD,Mechanicsville,29133 Thompson Corner Rd,20659,38.468788,-76.777938
ELEC,Public,MD,Baltimore,300 E Joppa Rd,21286,39.40249,-76.59693
ELEC,Public,MD,La Plata,8730 Mitchell Rd,20646,38.55948,-77.01156
ELEC,Public,MD,Perry Hall,9801 Belair Rd,21128,39.41883,-76.45568
ELEC,Public,MD,Smithsburg,22401 Jefferson Blvd,21783,39.641802642,-77.590474099
ELEC,Public,MD,Charlotte Hall,37600 New Market Rd.,20622,38.473331,-76.776321
ELEC,Public,MD,Salisbury,535 S Park Drive,21801,38.363889,-75.589915
ELEC,Public,MD,Annapolis,50 Harry S. Truman Pkwy,21401,38.982177,-76.563363
ELEC,Public,MD,Baltimore,1030 Park Avenue,21201,39.303130407873,-76.619616702884
ELEC,Public,MD,Beltsville,10515 Baltimore Avenue,20705,39.026761,-76.917178
ELEC,Public,MD,Bel Air,1508 Belair Rd,21014,39.50467,-76.382543
ELEC,Public,MD,Owings Mills,5000 Waverly way,21117,39.4078505,-76.784312
ELEC,Public,MD,Lexington Park,22454 Three Notch Rd,20653,38.285804,-76.47428
ELEC,Public,MD,Germantown,17920 Germantown Park Dr,20874,39.147224,-77.294089
ELEC,Public,MD,Bowie,15606 Emerald Way,20716,38.943825778,-76.73811111
ELEC,Public,MD,Gaithersburg,15790 Shady Grove Rd,20877,39.116359053,-77.18484332
ELEC,Public,MD,Bel Air,4150 Philadelphia Rd,21015,39.480254,-76.257539
ELEC,Public,MD,Silver Spring,1030 Forest Glen Rd,20901,39.017831,-77.028385
ELEC,Public,MD,Oxon Hill,2300 Oxon Run Dr.,20745,38.844074,-76.96605
ELEC,Public,MD,Wheaton,1700 University Blvd W,20902,39.037292,-77.040547
ELEC,Public,MD,Cumberland,739 Park Street,21502,39.645879657,-78.758226168
ELEC,Public,MD,College Park,4200 Metzerott Rd,20740,38.999596,-76.936244
ELEC,Public,MD,College Park,4620 Cherry Hill Rd,20740,39.01698,-76.93261
ELEC,Public,MD,Trappe,29761 Boiling Broke Point Dr.,21673,38.59271,-76.04586
ELEC,Public,MD,Annapolis,"200 Harry S Truman Parkway,",21401,38.9772453,-76.5554159
ELEC,Public,MD,Capitol Heights,6301 Addison Rd,20743,38.887853,-76.899006
ELEC,Public,MD,Chevy Chase,Chevy Chase Drive,20815,38.996149,-77.075779
ELEC,Public,MD,Cockeysville,11399 York Road,21030,39.494895266,-76.648945468
ELEC,Public,MD,Takoma Park,6875 New Hampshire Avenue,20912,38.97344963,-76.994306466
ELEC,Public,MD,Towson,700 E Joppa Rd,21286,39.400625,-76.588939
ELEC,Public,MD,Chestertown,701 Washington Ave,21620,39.224089,-76.069501
ELEC,Public,MD,Lonaconing,76 E Main St,21539,39.570968,-78.975155
